Area,Year,Population,Data quality rating,Data quality,Type of primary data,Data footnote,Modifications,Modification footnote,Source of gapminder
Greece,1894,"4,668,000",,NA,NA,,NA,,Maddison on-line
Greece,1895,"4,716,000",,NA,NA,,NA,,Maddison on-line
Greece,1896,"4,764,000",,NA,NA,,NA,,Maddison on-line
Greece,1897,"4,813,000",,NA,NA,,NA,,Maddison on-line
Greece,1898,"4,862,000",,NA,NA,,NA,,Maddison on-line
Greece,1899,"4,912,000",,NA,NA,,NA,,Maddison on-line
Greece,1900,"4,962,000",,NA,NA,,NA,,Maddison on-line
Greece,1901,"4,997,000",,NA,NA,,NA,,Maddison on-line
Greece,1902,"5,032,000",,NA,NA,,NA,,Maddison on-line
Greece,1903,"5,067,000",,NA,NA,,NA,,Maddison on-line
Greece,1904,"5,102,000",,NA,NA,,NA,,Maddison on-line
Greece,1905,"5,138,000",,NA,NA,,NA,,Maddison on-line
Greece,1906,"5,174,000",,NA,NA,,NA,,Maddison on-line
Greece,1907,"5,210,000",,NA,NA,,NA,,Maddison on-line
Greece,1908,"5,246,000",,NA,NA,,NA,,Maddison on-line
Greece,1909,"5,283,000",,NA,NA,,NA,,Maddison on-line
Greece,1910,"5,320,000",,NA,NA,,NA,,Maddison on-line
Greece,1911,"5,355,000",,NA,NA,,NA,,Maddison on-line
Greece,1912,"5,390,000",,NA,NA,,NA,,Maddison on-line
Greece,1913,"5,425,000",,NA,NA,,NA,,Maddison on-line
Greece,1914,"5,463,000",,NA,NA,,NA,,Maddison on-line
Greece,1915,"5,502,000",,NA,NA,,NA,,Maddison on-line
Greece,1916,"5,541,000",,NA,NA,,NA,,Maddison on-line
Greece,1917,"5,580,000",,NA,NA,,NA,,Maddison on-line
Greece,1918,"5,620,000",,NA,NA,,NA,,Maddison on-line
Greece,1919,"5,660,000",,NA,NA,,NA,,Maddison on-line
Greece,1920,"5,700,000",,NA,NA,,NA,,Maddison on-line
Greece,1921,"5,837,000",,NA,NA,,NA,,Maddison on-line
Greece,1922,"5,890,000",,NA,NA,,NA,,Maddison on-line
Greece,1923,"6,010,000",,NA,NA,,NA,,Maddison on-line
Greece,1924,"6,000,000",,NA,NA,,NA,,Maddison on-line
Greece,1925,"5,958,000",,NA,NA,,NA,,Maddison on-line
Greece,1926,"6,042,000",,NA,NA,,NA,,Maddison on-line
Greece,1927,"6,127,000",,NA,NA,,NA,,Maddison on-line
Greece,1928,"6,205,000",,NA,NA,,NA,,Maddison on-line
Greece,1929,"6,275,000",,NA,NA,,NA,,Maddison on-line
Greece,1930,"6,351,000",,NA,NA,,NA,,Maddison on-line
Greece,1931,"6,440,000",,NA,NA,,NA,,Maddison on-line
Greece,1932,"6,516,000",,NA,NA,,NA,,Maddison on-line
Greece,1933,"6,591,000",,NA,NA,,NA,,Maddison on-line
Greece,1934,"6,688,000",,NA,NA,,NA,,Maddison on-line
Greece,1935,"6,793,000",,NA,NA,,NA,,Maddison on-line
Greece,1936,"6,886,000",,NA,NA,,NA,,Maddison on-line
Greece,1937,"6,973,000",,NA,NA,,NA,,Maddison on-line
Greece,1938,"7,061,000",,NA,NA,,NA,,Maddison on-line
Greece,1939,"7,156,000",,NA,NA,,NA,,Maddison on-line
Greece,1940,"7,280,000",,NA,NA,,NA,,Maddison on-line
Greece,1941,"7,362,000",,NA,NA,,NA,,Maddison on-line
Greece,1942,"7,339,000",,NA,NA,,NA,,Maddison on-line
Greece,1943,"7,297,000",,NA,NA,,NA,,Maddison on-line
Greece,1944,"7,284,000",,NA,NA,,NA,,Maddison on-line
Greece,1945,"7,322,000",,NA,NA,,NA,,Maddison on-line
Greece,1946,"7,418,000",,NA,NA,,NA,,Maddison on-line
Greece,1947,"7,529,000",,NA,NA,,NA,,Maddison on-line
Greece,1948,"7,749,000",,NA,NA,,NA,,Maddison on-line
Greece,1949,"7,856,000",,NA,NA,,NA,,Maddison on-line
Greece,1950,"7,566,028",,NA,NA,,NA,,Maddison on-line
Greece,1951,"7,646,402",,NA,NA,,NA,,Maddison on-line
Greece,1952,"7,733,250",,NA,NA,,NA,,Maddison on-line
Greece,1953,"7,817,095",,NA,NA,,NA,,Maddison on-line
Greece,1954,"7,893,412",,NA,NA,,NA,,Maddison on-line
Greece,1955,"7,965,538",,NA,NA,,NA,,Maddison on-line
Greece,1956,"8,031,013",,NA,NA,,NA,,Maddison on-line
Greece,1957,"8,096,218",,NA,NA,,NA,,Maddison on-line
Greece,1958,"8,173,129",,NA,NA,,NA,,Maddison on-line
Greece,1959,"8,258,162",,NA,NA,,NA,,Maddison on-line
Greece,1960,"8,327,405",,NA,NA,,NA,,Maddison on-line
Greece,1961,"8,398,050",,NA,NA,,NA,,Maddison on-line
Greece,1962,"8,448,233",,NA,NA,,NA,,Maddison on-line
Greece,1963,"8,479,625",,NA,NA,,NA,,Maddison on-line
Greece,1964,"8,510,429",,NA,NA,,NA,,Maddison on-line
Greece,1965,"8,550,333",,NA,NA,,NA,,Maddison on-line
Greece,1966,"8,613,651",,NA,NA,,NA,,Maddison on-line
Greece,1967,"8,716,441",,NA,NA,,NA,,Maddison on-line
Greece,1968,"8,740,765",,NA,NA,,NA,,Maddison on-line
Greece,1969,"8,772,764",,NA,NA,,NA,,Maddison on-line
Greece,1970,"8,792,806",,NA,NA,,NA,,Maddison on-line
Greece,1971,"8,831,036",,NA,NA,,NA,,Maddison on-line
Greece,1972,"8,888,628",,NA,NA,,NA,,Maddison on-line
Greece,1973,"8,929,086",,NA,NA,,NA,,Maddison on-line
Greece,1974,"8,962,023",,NA,NA,,NA,,Maddison on-line
Greece,1975,"9,046,542",,NA,NA,,NA,,Maddison on-line
Greece,1976,"9,167,190",,NA,NA,,NA,,Maddison on-line
Greece,1977,"9,308,479",,NA,NA,,NA,,Maddison on-line
Greece,1978,"9,429,959",,NA,NA,,NA,,Maddison on-line
Greece,1979,"9,548,258",,NA,NA,,NA,,Maddison on-line
Greece,1980,"9,642,505",,NA,NA,,NA,,Maddison on-line
Greece,1981,"9,729,350",,NA,NA,,NA,,Maddison on-line
Greece,1982,"9,786,480",,NA,NA,,NA,,Maddison on-line
Greece,1983,"9,840,526",,NA,NA,,NA,,Maddison on-line
Greece,1984,"9,887,169",,NA,NA,,NA,,Maddison on-line
Greece,1985,"9,923,253",,NA,NA,,NA,,Maddison on-line
Greece,1986,"9,951,370",,NA,NA,,NA,,Maddison on-line
Greece,1987,"9,974,490",,NA,NA,,NA,,Maddison on-line
Greece,1988,"9,982,723",,NA,NA,,NA,,Maddison on-line
Greece,1989,"10,030,765",,NA,NA,,NA,,Maddison on-line
Greece,1990,"10,129,603",,NA,NA,,NA,,Maddison on-line
Greece,1991,"10,250,880",,NA,NA,,NA,,Maddison on-line
Greece,1992,"10,325,429",,NA,NA,,NA,,Maddison on-line
Greece,1993,"10,382,995",,NA,NA,,NA,,Maddison on-line
Greece,1994,"10,429,826",,NA,NA,,NA,,Maddison on-line
Greece,1995,"10,457,554",,NA,NA,,NA,,Maddison on-line
Greece,1996,"10,479,420",,NA,NA,,NA,,Maddison on-line
Greece,1997,"10,502,372",,NA,NA,,NA,,Maddison on-line
Greece,1998,"10,520,068",,NA,NA,,NA,,Maddison on-line
Greece,1999,"10,536,749",,NA,NA,,NA,,Maddison on-line
Greece,2000,"10,559,110",,NA,NA,,NA,,Maddison on-line
Greece,2001,"10,581,515",,NA,NA,,NA,,Maddison on-line
Greece,2002,"10,603,863",,NA,NA,,NA,,Maddison on-line
Greece,2003,"10,625,945",,NA,NA,,NA,,Maddison on-line
Greece,2004,"10,647,529",,NA,NA,,NA,,Maddison on-line
Greece,2005,"10,668,354",,NA,NA,,NA,,Maddison on-line
Greece,2006,"10,688,058",,NA,NA,,NA,,Maddison on-line
Greece,2007,"10,706,290",,NA,NA,,NA,,Maddison on-line
Greece,2008,"10,722,816",,NA,NA,,Temporal extrapolation,,Maddison on-line
Greece,2030,"10,583,029",,NA,NA,,Temporal extrapolation,,Maddison on-line
Greenland,1800,"9,584",5,Very poor,Arbitrary guess,,,,No data
Greenland,1820,"9,584",5,Very poor,NA,,Geographical extrapolation,"Very rough (more than 50 years, in several steps)",Maddison on-line
Greenland,1950,"22,300",,NA,NA,,NA,,Maddison on-line
Greenland,1951,"22,700",,NA,NA,,NA,,Maddison on-line
Greenland,1952,"23,100",,NA,NA,,NA,,Maddison on-line
Greenland,1953,"25,000",,NA,NA,,NA,,Maddison on-line
Greenland,1954,"25,700",,NA,NA,,NA,,Maddison on-line
Greenland,1955,"26,600",,NA,NA,,NA,,Maddison on-line
Greenland,1956,"27,700",,NA,NA,,NA,,Maddison on-line
Greenland,1957,"28,900",,NA,NA,,NA,,Maddison on-line
Greenland,1958,"30,100",,NA,NA,,NA,,Maddison on-line
Greenland,1959,"31,200",,NA,NA,,NA,,Maddison on-line
Greenland,1960,"32,498",,NA,NA,,NA,,Maddison on-line
Greenland,1961,"33,726",,NA,NA,,NA,,Maddison on-line
Greenland,1962,"34,906",,NA,NA,,NA,,Maddison on-line
Greenland,1963,"36,233",,NA,NA,,NA,,Maddison on-line
Greenland,1964,"37,891",,NA,NA,,NA,,Maddison on-line
Greenland,1965,"39,208",,NA,NA,,NA,,Maddison on-line
Greenland,1966,"40,851",,NA,NA,,NA,,Maddison on-line
Greenland,1967,"42,947",,NA,NA,,NA,,Maddison on-line
Greenland,1968,"44,716",,NA,NA,,NA,,Maddison on-line
Greenland,1969,"45,985",,NA,NA,,NA,,Maddison on-line
Greenland,1970,"46,431",,NA,NA,,NA,,Maddison on-line
Greenland,1971,"47,233",,NA,NA,,NA,,Maddison on-line
Greenland,1972,"48,258",,NA,NA,,NA,,Maddison on-line
Greenland,1973,"49,024",,NA,NA,,NA,,Maddison on-line
Greenland,1974,"49,485",,NA,NA,,NA,,Maddison on-line
Greenland,1975,"49,584",,NA,NA,,NA,,Maddison on-line
Greenland,1976,"49,692",,NA,NA,,NA,,Maddison on-line
Greenland,1977,"49,433",,NA,NA,,NA,,Maddison on-line
Greenland,1978,"49,243",,NA,NA,,NA,,Maddison on-line
Greenland,1979,"49,555",,NA,NA,,NA,,Maddison on-line
Greenland,1980,"50,208",,NA,NA,,NA,,Maddison on-line
Greenland,1981,"51,039",,NA,NA,,NA,,Maddison on-line
Greenland,1982,"51,669",,NA,NA,,NA,,Maddison on-line
Greenland,1983,"52,125",,NA,NA,,NA,,Maddison on-line
Greenland,1984,"52,644",,NA,NA,,NA,,Maddison on-line
Greenland,1985,"53,174",,NA,NA,,NA,,Maddison on-line
Greenland,1986,"53,665",,NA,NA,,NA,,Maddison on-line
Greenland,1987,"54,129",,NA,NA,,NA,,Maddison on-line
Greenland,1988,"54,892",,NA,NA,,NA,,Maddison on-line
Greenland,1989,"55,453",,NA,NA,,NA,,Maddison on-line
Greenland,1990,"55,678",,NA,NA,,NA,,Maddison on-line
Greenland,1991,"55,677",,NA,NA,,NA,,Maddison on-line
Greenland,1992,"55,659",,NA,NA,,NA,,Maddison on-line
Greenland,1993,"55,636",,NA,NA,,NA,,Maddison on-line
Greenland,1994,"55,585",,NA,NA,,NA,,Maddison on-line
Greenland,1995,"55,806",,NA,NA,,NA,,Maddison on-line
Greenland,1996,"55,925",,NA,NA,,NA,,Maddison on-line
Greenland,1997,"56,043",,NA,NA,,NA,,Maddison on-line
Greenland,1998,"56,157",,NA,NA,,NA,,Maddison on-line
Greenland,1999,"56,245",,NA,NA,,NA,,Maddison on-line
Greenland,2000,"56,309",,NA,NA,,NA,,Maddison on-line
Greenland,2001,"56,352",,NA,NA,,NA,,Maddison on-line
Greenland,2002,"56,376",,NA,NA,,NA,,Maddison on-line
Greenland,2003,"56,385",,NA,NA,,NA,,Maddison on-line
Greenland,2004,"56,384",,NA,NA,,NA,,Maddison on-line
Greenland,2005,"56,375",,NA,NA,,NA,,Maddison on-line
Greenland,2006,"56,361",,NA,NA,,NA,,Maddison on-line
Greenland,2007,"56,344",,NA,NA,,NA,,Maddison on-line
Greenland,2008,"56,326",,NA,NA,,Temporal extrapolation,,Maddison on-line
Greenland,2030,"56,340",,NA,NA,,Temporal extrapolation,,Maddison on-line
Grenada,1800,"29,409",5,Very poor,Arbitrary guess,,,,No data
Grenada,1820,"29,409",,NA,NA,,Geographical interpolation,Very rough (more than 50 years),Maddison on-line
Grenada,1851,"33,000",2,Good,Census or equivalent,,None,,Mitchell (1998 b)
Grenada,1861,"32,000",2,Good,Census or equivalent,,None,,Mitchell (1998 b)
Grenada,1871,"38,000",2,Good,Census or equivalent,,None,,Mitchell (1998 b)
Grenada,1881,"42,000",2,Good,Census or equivalent,,None,,Mitchell (1998 b)
Grenada,1891,"53,000",2,Good,Census or equivalent,,None,,Mitchell (1998 b)
Grenada,1901,"63,000",2,Good,Census or equivalent,,None,,Mitchell (1998 b)
Grenada,1911,"67,000",2,Good,Census or equivalent,,None,,Mitchell (1998 b)
Grenada,1921,"66,000",2,Good,Census or equivalent,,None,,Mitchell (1998 b)
Grenada,1946,"72,000",2,Good,Census or equivalent,,None,,Mitchell (1998 b)
Grenada,1950,"75,806",,NA,NA,,NA,,Maddison on-line
Grenada,1951,"76,969",,NA,NA,,NA,,Maddison on-line
Grenada,1952,"78,339",,NA,NA,,NA,,Maddison on-line
Grenada,1953,"80,254",,NA,NA,,NA,,Maddison on-line
Grenada,1954,"82,525",,NA,NA,,NA,,Maddison on-line
Grenada,1955,"84,621",,NA,NA,,NA,,Maddison on-line
Grenada,1956,"85,809",,NA,NA,,NA,,Maddison on-line
Grenada,1957,"87,086",,NA,NA,,NA,,Maddison on-line
Grenada,1958,"88,359",,NA,NA,,NA,,Maddison on-line
Grenada,1959,"89,239",,NA,NA,,NA,,Maddison on-line
Grenada,1960,"90,148",,NA,NA,,NA,,Maddison on-line
Grenada,1961,"90,865",,NA,NA,,NA,,Maddison on-line
Grenada,1962,"91,449",,NA,NA,,NA,,Maddison on-line
Grenada,1963,"92,076",,NA,NA,,NA,,Maddison on-line
Grenada,1964,"92,767",,NA,NA,,NA,,Maddison on-line
Grenada,1965,"93,290",,NA,NA,,NA,,Maddison on-line
Grenada,1966,"93,579",,NA,NA,,NA,,Maddison on-line
Grenada,1967,"93,879",,NA,NA,,NA,,Maddison on-line
Grenada,1968,"94,349",,NA,NA,,NA,,Maddison on-line
Grenada,1969,"94,867",,NA,NA,,NA,,Maddison on-line
Grenada,1970,"95,410",,NA,NA,,NA,,Maddison on-line
Grenada,1971,"96,034",,NA,NA,,NA,,Maddison on-line
Grenada,1972,"96,618",,NA,NA,,NA,,Maddison on-line
Grenada,1973,"96,857",,NA,NA,,NA,,Maddison on-line
Grenada,1974,"96,340",,NA,NA,,NA,,Maddison on-line
Grenada,1975,"95,819",,NA,NA,,NA,,Maddison on-line
Grenada,1976,"95,555",,NA,NA,,NA,,Maddison on-line
Grenada,1977,"94,280",,NA,NA,,NA,,Maddison on-line
Grenada,1978,"92,535",,NA,NA,,NA,,Maddison on-line
Grenada,1979,"91,354",,NA,NA,,NA,,Maddison on-line
Grenada,1980,"90,164",,NA,NA,,NA,,Maddison on-line
Grenada,1981,"92,354",,NA,NA,,NA,,Maddison on-line
Grenada,1982,"92,112",,NA,NA,,NA,,Maddison on-line
Grenada,1983,"91,899",,NA,NA,,NA,,Maddison on-line
Grenada,1984,"91,905",,NA,NA,,NA,,Maddison on-line
Grenada,1985,"92,203",,NA,NA,,NA,,Maddison on-line
Grenada,1986,"92,576",,NA,NA,,NA,,Maddison on-line
Grenada,1987,"92,719",,NA,NA,,NA,,Maddison on-line
Grenada,1988,"92,805",,NA,NA,,NA,,Maddison on-line
Grenada,1989,"92,825",,NA,NA,,NA,,Maddison on-line
Grenada,1990,"92,360",,NA,NA,,NA,,Maddison on-line
Grenada,1991,"91,837",,NA,NA,,NA,,Maddison on-line
Grenada,1992,"91,487",,NA,NA,,NA,,Maddison on-line
Grenada,1993,"90,904",,NA,NA,,NA,,Maddison on-line
Grenada,1994,"90,591",,NA,NA,,NA,,Maddison on-line
Grenada,1995,"90,603",,NA,NA,,NA,,Maddison on-line
Grenada,1996,"90,371",,NA,NA,,NA,,Maddison on-line
Grenada,1997,"90,005",,NA,NA,,NA,,Maddison on-line
Grenada,1998,"89,700",,NA,NA,,NA,,Maddison on-line
Grenada,1999,"89,470",,NA,NA,,NA,,Maddison on-line
Grenada,2000,"89,312",,NA,NA,,NA,,Maddison on-line
Grenada,2001,"89,227",,NA,NA,,NA,,Maddison on-line
Grenada,2002,"89,211",,NA,NA,,NA,,Maddison on-line
Grenada,2003,"89,258",,NA,NA,,NA,,Maddison on-line
Grenada,2004,"89,357",,NA,NA,,NA,,Maddison on-line
Grenada,2005,"89,502",,NA,NA,,NA,,Maddison on-line
Grenada,2006,"89,703",,NA,NA,,NA,,Maddison on-line
Grenada,2007,"89,971",,NA,NA,,NA,,Maddison on-line
Grenada,2008,"90,303",,NA,NA,,Temporal extrapolation,,Maddison on-line
Grenada,2030,"96,302",,NA,NA,,Temporal extrapolation,,Maddison on-line
Guadeloupe,1800,"80,726",5,Very poor,Arbitrary guess,,,,No data
Guadeloupe,1820,"80,726",,NA,NA,,Geographical interpolation,Very rough (more than 50 years),Maddison on-line
Guadeloupe,1950,"208,080",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1951,"212,927",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1952,"218,011",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1953,"223,303",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1954,"229,120",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1955,"235,385",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1956,"242,078",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1957,"248,602",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1958,"255,124",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1959,"261,974",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1960,"268,888",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1961,"275,714",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1962,"282,625",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1963,"289,527",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1964,"295,823",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1965,"301,565",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1966,"306,983",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1967,"311,603",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1968,"315,392",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1969,"318,493",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1970,"320,657",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1971,"323,709",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1972,"326,841",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1973,"329,477",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1974,"331,634",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1975,"333,418",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1976,"334,454",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1977,"334,846",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1978,"335,118",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1979,"335,616",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1980,"336,846",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1981,"338,693",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1982,"340,813",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1983,"345,275",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1984,"349,721",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1985,"354,125",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1986,"358,368",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1987,"362,691",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1988,"367,386",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1989,"372,445",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1990,"377,678",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1991,"382,946",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1992,"388,102",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1993,"392,897",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1994,"397,585",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1995,"402,359",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1996,"407,191",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1997,"412,050",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1998,"416,906",,NA,NA,,NA,,Maddison on-line
Guadeloupe,1999,"421,729",,NA,NA,,NA,,Maddison on-line
Guadeloupe,2000,"426,493",,NA,NA,,NA,,Maddison on-line
Guadeloupe,2001,"431,170",,NA,NA,,NA,,Maddison on-line
Guadeloupe,2002,"435,739",,NA,NA,,NA,,Maddison on-line
Guadeloupe,2003,"440,189",,NA,NA,,NA,,Maddison on-line
Guadeloupe,2004,"444,515",,NA,NA,,NA,,Maddison on-line
Guadeloupe,2005,"448,713",,NA,NA,,NA,,Maddison on-line
Guadeloupe,2006,"452,776",,NA,NA,,NA,,Maddison on-line
Guadeloupe,2007,"456,698",,NA,NA,,NA,,Maddison on-line
Guadeloupe,2008,"460,486",,NA,NA,,Temporal extrapolation,,Maddison on-line
Guadeloupe,2030,"523,493",,NA,NA,,Temporal extrapolation,,Maddison on-line
Guam,1700,"12,000",,NA,NA,,NA,,Caldwell et al (2001)
Guam,1788,"4,000",,NA,NA,,NA,,Caldwell et al (2001)
Guam,1850,"34,000",,NA,NA,,NA,,Caldwell et al (2001)
Guam,1900,"9,678",,NA,NA,,NA,,Caldwell et al (2001)
Guam,1901,"10,000",2,Good,Census or equivalent,,None,,Mitchell (1998 a)
Guam,1910,"12,000",2,Good,Census or equivalent,,None,,Mitchell (1998 a)
Guam,1920,"14,000",2,Good,Census or equivalent,,None,,Mitchell (1998 a)
Guam,1930,"19,000",2,Good,Census or equivalent,,None,,Mitchell (1998 a)
Guam,1940,"22,000",2,Good,Census or equivalent,,None,,Mitchell (1998 a)
Guam,1950,"59,900",,NA,NA,,NA,,Maddison on-line
Guam,1951,"63,400",,NA,NA,,NA,,Maddison on-line
Guam,1952,"63,600",,NA,NA,,NA,,Maddison on-line
Guam,1953,"68,700",,NA,NA,,NA,,Maddison on-line
Guam,1954,"67,100",,NA,NA,,NA,,Maddison on-line
Guam,1955,"68,700",,NA,NA,,NA,,Maddison on-line
Guam,1956,"69,200",,NA,NA,,NA,,Maddison on-line
Guam,1957,"66,500",,NA,NA,,NA,,Maddison on-line
Guam,1958,"66,700",,NA,NA,,NA,,Maddison on-line
Guam,1959,"67,800",,NA,NA,,NA,,Maddison on-line
Guam,1960,"66,900",,NA,NA,,NA,,Maddison on-line
Guam,1961,"66,400",,NA,NA,,NA,,Maddison on-line
Guam,1962,"69,100",,NA,NA,,NA,,Maddison on-line
Guam,1963,"72,000",,NA,NA,,NA,,Maddison on-line
Guam,1964,"72,500",,NA,NA,,NA,,Maddison on-line
Guam,1965,"74,100",,NA,NA,,NA,,Maddison on-line
Guam,1966,"79,200",,NA,NA,,NA,,Maddison on-line
Guam,1967,"81,400",,NA,NA,,NA,,Maddison on-line
Guam,1968,"83,800",,NA,NA,,NA,,Maddison on-line
Guam,1969,"83,700",,NA,NA,,NA,,Maddison on-line
Guam,1970,"86,470",,NA,NA,,NA,,Maddison on-line
Guam,1971,"92,287",,NA,NA,,NA,,Maddison on-line
Guam,1972,"96,755",,NA,NA,,NA,,Maddison on-line
Guam,1973,"105,550",,NA,NA,,NA,,Maddison on-line
Guam,1974,"101,302",,NA,NA,,NA,,Maddison on-line
Guam,1975,"102,110",,NA,NA,,NA,,Maddison on-line
Guam,1976,"102,478",,NA,NA,,NA,,Maddison on-line
Guam,1977,"101,167",,NA,NA,,NA,,Maddison on-line
Guam,1978,"101,960",,NA,NA,,NA,,Maddison on-line
Guam,1979,"103,941",,NA,NA,,NA,,Maddison on-line
Guam,1980,"106,869",,NA,NA,,NA,,Maddison on-line
Guam,1981,"109,166",,NA,NA,,NA,,Maddison on-line
Guam,1982,"109,275",,NA,NA,,NA,,Maddison on-line
Guam,1983,"114,080",,NA,NA,,NA,,Maddison on-line
Guam,1984,"117,296",,NA,NA,,NA,,Maddison on-line
Guam,1985,"120,615",,NA,NA,,NA,,Maddison on-line
Guam,1986,"122,880",,NA,NA,,NA,,Maddison on-line
Guam,1987,"125,724",,NA,NA,,NA,,Maddison on-line
Guam,1988,"127,545",,NA,NA,,NA,,Maddison on-line
Guam,1989,"130,947",,NA,NA,,NA,,Maddison on-line
Guam,1990,"134,125",,NA,NA,,NA,,Maddison on-line
Guam,1991,"138,159",,NA,NA,,NA,,Maddison on-line
Guam,1992,"142,326",,NA,NA,,NA,,Maddison on-line
Guam,1993,"143,825",,NA,NA,,NA,,Maddison on-line
Guam,1994,"143,157",,NA,NA,,NA,,Maddison on-line
Guam,1995,"144,190",,NA,NA,,NA,,Maddison on-line
Guam,1996,"145,324",,NA,NA,,NA,,Maddison on-line
Guam,1997,"146,799",,NA,NA,,NA,,Maddison on-line
Guam,1998,"149,724",,NA,NA,,NA,,Maddison on-line
Guam,1999,"152,590",,NA,NA,,NA,,Maddison on-line
Guam,2000,"155,324",,NA,NA,,NA,,Maddison on-line
Guam,2001,"158,330",,NA,NA,,NA,,Maddison on-line
Guam,2002,"161,057",,NA,NA,,NA,,Maddison on-line
Guam,2003,"163,593",,NA,NA,,NA,,Maddison on-line
Guam,2004,"166,090",,NA,NA,,NA,,Maddison on-line
Guam,2005,"168,564",,NA,NA,,NA,,Maddison on-line
Guam,2006,"171,019",,NA,NA,,NA,,Maddison on-line
Guam,2007,"173,456",,NA,NA,,NA,,Maddison on-line
Guam,2008,"175,877",,NA,NA,,Temporal extrapolation,,Maddison on-line
Guam,2030,"222,166",,NA,NA,,Temporal extrapolation,,Maddison on-line
Guatemala,1771,"315,000",2,Good,Census or equivalent,,None,,Mitchell (1998 b)
Guatemala,1820,"595,000",,NA,NA,,NA,,Maddison on-line
Guatemala,1850,"850,000",,NA,NA,,NA,,Maddison on-line
Guatemala,1870,"1,080,000",,NA,NA,,Temporal interpolation,,Maddison on-line
Guatemala,1900,"1,300,000",,NA,NA,,Temporal interpolation,,Maddison on-line
Guatemala,1901,"1,313,000",,NA,NA,,Temporal interpolation,,Maddison on-line
Guatemala,1902,"1,327,000",,NA,NA,,Temporal interpolation,,Maddison on-line
Guatemala,1903,"1,341,000",,NA,NA,,Temporal interpolation,,Maddison on-line
Guatemala,1904,"1,355,000",,NA,NA,,Temporal interpolation,,Maddison on-line
Guatemala,1905,"1,369,000",,NA,NA,,Temporal interpolation,,Maddison on-line
Guatemala,1906,"1,383,000",,NA,NA,,Temporal interpolation,,Maddison on-line
Guatemala,1907,"1,397,000",,NA,NA,,Temporal interpolation,,Maddison on-line
Guatemala,1908,"1,412,000",,NA,NA,,Temporal interpolation,,Maddison on-line
Guatemala,1909,"1,426,000",,NA,NA,,Temporal interpolation,,Maddison on-line
